ID	A.SRS011061	A.SRS011134	A.SRS011239	A.SRS011271	A.SRS011302	A.SRS011405	A.SRS011452	A.SRS011529	A.SRS011586	A.SRS012273	A.SRS012902	A.SRS013158	A.SRS013215	A.SRS013476	A.SRS013521	A.SRS013687	A.SRS013800	A.SRS013951	A.SRS014235	A.SRS014287	A.SRS014313	A.SRS014459	A.SRS014613	A.SRS014683	A.SRS014923	A.SRS014979	A.SRS015065	A.SRS015133	A.SRS015190	A.SRS015217	A.SRS015264	A.SRS015369	A.SRS015578	A.SRS015663	A.SRS015782	A.SRS015794	A.SRS015854	A.SRS015960	A.SRS016018	A.SRS016056	A.SRS016095	A.SRS016203	A.SRS016267	A.SRS016335	A.SRS016495	A.SRS016517	A.SRS016585	A.SRS016753	A.SRS016954	A.SRS016989	A.SRS017103	A.SRS017191	A.SRS017247	A.SRS017307	A.SRS017433	A.SRS017521	A.SRS017701	A.SRS017821	A.SRS018133	A.SRS018313	A.SRS018351	A.SRS018427	A.SRS018575	A.SRS018656	A.SRS018817	A.SRS019030	A.SRS019161	A.SRS019267	A.SRS019397	A.SRS019582	A.SRS019601	A.SRS019685	A.SRS019787	A.SRS019910	A.SRS019968	A.SRS020233	A.SRS020328	A.SRS020869	A.SRS021484	A.SRS021948	A.SRS022071	A.SRS022137	A.SRS022524	A.SRS022609	A.SRS022713	A.SRS023176	A.SRS023346	A.SRS023526	A.SRS023583	A.SRS023829	A.SRS023914	A.SRS023971	A.SRS024009	A.SRS024075	A.SRS024132	A.SRS024265	A.SRS024331	A.SRS024388	A.SRS024435	A.SRS024549	A.SRS024625	A.SRS042284	A.SRS042628	A.SRS043001	A.SRS043411	A.SRS043701	A.SRS045004	A.SRS045645	A.SRS045713	A.SRS047014	A.SRS047044	A.SRS048164	A.SRS048870	A.SRS049164	A.SRS049712	A.SRS049900	A.SRS049959	A.SRS049995	A.SRS050299	A.SRS050422	A.SRS050752	A.SRS050925	A.SRS051031	A.SRS051882	A.SRS052027	A.SRS052697	A.SRS053214	A.SRS053335	A.SRS053398	A.SRS054590	A.SRS054956	A.SRS055982	A.SRS056259	A.SRS056519	A.SRS057478	A.SRS057717	A.SRS058723	A.SRS058770	A.SRS062427	A.SRS063040	A.SRS063985	A.SRS064276	A.SRS064557	A.SRS064645	A.SRS065504	A.SRS075398	A.SRS077730	A.SRS078176	
Methanobrevibacter	0.00000000	0.00101228	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00143435	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00292671	0.00251107	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00126907	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00033377	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00264544	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009036	0.00000000	0.00000000	0.00000000	
Methanomassiliicoccus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00111530	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00018886	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00355065	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00236863	0.00000000	0.00000000	0.00000000	
Methanosphaera	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009036	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mitsuokella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009080	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Mogibacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009293	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Odoribacter	0.00056259	0.01303292	0.01171633	0.01679801	0.00198416	0.00318656	0.00000000	0.00336960	0.01274156	0.00018688	0.00000000	0.00000000	0.00000000	0.02408642	0.00556589	0.00000000	0.00619273	0.00032236	0.02017271	0.00525118	0.00000000	0.00608556	0.00162273	0.00917588	0.00155694	0.00311854	0.00555748	0.00622310	0.00213688	0.00025209	0.00878508	0.00451445	0.00000000	0.01037831	0.00779710	0.00000000	0.00000000	0.00736460	0.00695082	0.00810765	0.01076053	0.00000000	0.00157235	0.00918614	0.00022138	0.00000000	0.00000000	0.00000000	0.00788256	0.00000000	0.00521669	0.00607116	0.00810223	0.00245649	0.01078851	0.00894787	0.00119655	0.01113740	0.01806165	0.00000000	0.00086312	0.00157701	0.00000000	0.00172073	0.01131286	0.00666735	0.00749916	0.00164024	0.01879912	0.01184956	0.02290268	0.02149279	0.00411765	0.00570836	0.00237714	0.00614011	0.01593035	0.00148658	0.01566637	0.00456370	0.00057524	0.01320861	0.00624080	0.01077548	0.00000000	0.00026858	0.00000000	0.00974904	0.00373496	0.00000000	0.00000000	0.00000000	0.00120182	0.01329888	0.02522422	0.00614208	0.00257715	0.00000000	0.00867890	0.00070567	0.00579159	0.00000000	0.00113942	0.01651763	0.00131070	0.01293843	0.00647325	0.00351616	0.00585155	0.01329024	0.00460371	0.00659833	0.00656493	0.00865483	0.00780859	0.01046010	0.00136898	0.02351083	0.00699738	0.00769491	0.00097678	0.00947100	0.00620503	0.00645063	0.00000000	0.00656040	0.00726597	0.02260308	0.01265682	0.00000000	0.00000000	0.00825956	0.00617246	0.00000000	0.00000000	0.00000000	0.00000000	0.01765920	0.00074591	0.01318830	0.00718448	0.00650893	0.00850223	0.01102109	0.01146395	0.00000000	0.02137868	0.00924454	
Oribacterium	0.00000000	0.00019703	0.00000000	0.00000000	0.00040331	0.00000000	0.00000000	0.00000000	0.00000000	0.00023184	0.00000000	0.00000000	0.00000000	0.00035091	0.00000000	0.00000000	0.00000000	0.00037873	0.00030526	0.00000000	0.00000000	0.00033676	0.00000000	0.00000000	0.00032180	0.00023283	0.00027965	0.00039410	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00017509	0.00026769	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00016981	0.00000000	0.00000000	0.00025297	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008025	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00008249	0.00000000	0.00016312	0.00000000	0.00000000	0.00050693	0.00000000	0.00030166	0.00000000	0.00000000	0.00000000	0.00018456	0.00030047	0.00024865	0.00000000	0.00000000	0.00027389	0.00000000	0.00000000	0.00013280	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035656	0.00000000	0.00000000	0.00000000	0.00013354	0.00000000	0.00000000	0.00000000	0.00055671	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00022084	0.00000000	0.00000000	0.00027677	0.00037777	0.00028326	0.00014777	0.00000000	0.00000000	0.00017930	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029276	0.00000000	0.00028891	0.00000000	0.00000000	0.00018497	0.00000000	0.00000000	0.00000000	
Oscillibacter	0.01026599	0.00472993	0.00225787	0.00213337	0.01642569	0.00021113	0.00883046	0.00353126	0.00237636	0.00354734	0.00000000	0.00000000	0.00000000	0.00213708	0.00286472	0.00827682	0.00016778	0.00380795	0.00406211	0.00063586	0.00000000	0.00376399	0.00352329	0.00780435	0.00534598	0.00206684	0.00461370	0.00826811	0.00181231	0.00605198	0.00103286	0.00012012	0.00045055	0.01125401	0.00649669	0.00515916	0.00203828	0.00363441	0.00804481	0.00094108	0.00475556	0.00213631	0.00000000	0.00903067	0.00868830	0.00151529	0.00000000	0.00275890	0.00053223	0.00074921	0.00393139	0.00490142	0.00116207	0.00158843	0.00048782	0.00683356	0.00016951	0.00362174	0.00060942	0.00978239	0.02986690	0.01115987	0.00570442	0.00393362	0.00209347	0.00614030	0.00170149	0.00055316	0.00128843	0.02156653	0.00420127	0.00898252	0.00054477	0.00538445	0.00285963	0.00842526	0.00396638	0.00670116	0.01243078	0.00669280	0.00708957	0.00309402	0.00283993	0.00393142	0.00241998	0.00015424	0.00000000	0.00142801	0.00000000	0.00000000	0.00856020	0.00018571	0.00053835	0.00174321	0.00263711	0.00974118	0.00191072	0.00052753	0.00680397	0.00030726	0.00268236	0.00000000	0.01644676	0.00124717	0.00642166	0.00489906	0.00297756	0.00081809	0.00490682	0.00663709	0.00125530	0.00361720	0.00626976	0.00473784	0.00062575	0.00136488	0.01905405	0.00951629	0.00000000	0.00453429	0.01645444	0.01211596	0.00398921	0.00343366	0.00055675	0.00727587	0.00348745	0.00164547	0.00384385	0.00318920	0.00528101	0.00267606	0.00227396	0.00081271	0.00307182	0.00000000	0.00221005	0.00182360	0.00000000	0.00175361	0.00509068	0.01341378	0.00009174	0.00000000	0.00643005	0.00013599	0.00052536	0.00549341	
Oxalobacter	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00010012	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00092223	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029432	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Paenibacillus	0.00051923	0.00083661	0.00074311	0.00061106	0.00103456	0.00022153	0.00000000	0.00037394	0.00076033	0.00091881	0.00000000	0.00000000	0.00000000	0.00089725	0.00000000	0.00041080	0.00000000	0.00099368	0.00067109	0.00061008	0.00000000	0.00074506	0.00024550	0.00019848	0.00185168	0.00158014	0.00074573	0.00096302	0.00022324	0.00121819	0.00026813	0.00000000	0.00020097	0.00055205	0.00071063	0.00000000	0.00060639	0.00022207	0.00017744	0.00000000	0.00040511	0.00057369	0.00000000	0.00080166	0.00042016	0.00082045	0.00000000	0.00000000	0.00022298	0.00000000	0.00022490	0.00031328	0.00000000	0.00024259	0.00000000	0.00045559	0.00012000	0.00027337	0.00000000	0.00065287	0.00040774	0.00059753	0.00000000	0.00000000	0.00021490	0.00000000	0.00050853	0.00000000	0.00020138	0.00086852	0.00050686	0.00054276	0.00000000	0.00033873	0.00023523	0.00066143	0.00126528	0.00108858	0.00030484	0.00018171	0.00076410	0.00024992	0.00044189	0.00051990	0.00000000	0.00000000	0.00000000	0.00029372	0.00000000	0.00000000	0.00203764	0.00000000	0.00035853	0.00023910	0.00062553	0.00058127	0.00026165	0.00000000	0.00039927	0.00000000	0.00020251	0.00000000	0.00172127	0.00000000	0.00033171	0.00000000	0.00017628	0.00020650	0.00000000	0.00072364	0.00016212	0.00035792	0.00053085	0.00054237	0.00066616	0.00013925	0.00139964	0.00056800	0.00000000	0.00027866	0.00078180	0.00051421	0.00054128	0.00021526	0.00000000	0.00052864	0.00025896	0.00068915	0.00020393	0.00000000	0.00023618	0.00012922	0.00025896	0.00009510	0.00000000	0.00000000	0.00000000	0.00021979	0.00000000	0.00069186	0.00042495	0.00085430	0.00017196	0.00000000	0.00094218	0.00000000	0.00024672	0.00031109	
Parabacteroides	0.03031388	0.01229523	0.03131116	0.01934099	0.00888480	0.05173941	0.06885881	0.03842196	0.03336320	0.00739566	0.00205929	0.00318795	0.00127613	0.01607353	0.04552419	0.05058536	0.06120909	0.01088399	0.01910251	0.02839147	0.07607202	0.02676575	0.02350426	0.02228456	0.00537842	0.00248435	0.01762963	0.00847204	0.02093636	0.00695976	0.01975322	0.02354753	0.00077462	0.02231373	0.04443594	0.00776483	0.00076121	0.02707879	0.04465104	0.02549005	0.02299567	0.02745502	0.04377747	0.01340721	0.00222083	0.00368380	0.00000000	0.13469616	0.02026687	0.00570049	0.02864475	0.00591963	0.02831271	0.00460223	0.01293256	0.05137710	0.06414342	0.02579560	0.01433681	0.03782878	0.00397814	0.00280932	0.14664873	0.01146285	0.00224669	0.02353121	0.02542791	0.01920547	0.05137554	0.02557938	0.03114587	0.03012603	0.05313044	0.09469663	0.08978314	0.02272009	0.03038426	0.02583413	0.01317672	0.03280297	0.02016819	0.02250608	0.03790092	0.01111461	0.01017876	0.00385752	0.00000000	0.02383718	0.02369039	0.01004218	0.06077598	0.00999521	0.06866394	0.01498732	0.02481655	0.00604074	0.02065275	0.00473397	0.02671537	0.00096630	0.01665066	0.00000000	0.00719680	0.00264353	0.02982346	0.01206436	0.03524750	0.03292512	0.13880616	0.02324836	0.02309488	0.03441374	0.01541508	0.02057044	0.03568357	0.02554724	0.02345504	0.06521508	0.02461870	0.02671285	0.02887264	0.04918590	0.01146537	0.04826893	0.01338722	0.02297845	0.01113604	0.00164799	0.06544869	0.02168680	0.00000000	0.01773412	0.02519661	0.04125259	0.01338014	0.00000000	0.07878297	0.02492983	0.04707414	0.03468194	0.01954994	0.01537904	0.02434203	0.01914880	0.02073432	0.01853203	0.01415178	0.02579052	
Paraprevotella	0.00046193	0.00023003	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01216462	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00054370	0.01090322	0.01536841	0.04794201	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00706305	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00106468	0.00666995	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00715673	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00927136	0.01013946	0.00000000	0.05931922	0.02296938	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00032352	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00030786	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02123967	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.02309664	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03059925	0.02675020	0.00000000	0.00000000	0.00562425	0.00562471	0.00000000	0.00000000	0.00633182	0.00000000	0.00049306	0.00625685	0.00000000	0.00000000	0.00000000	0.00000000	0.00067852	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00423641	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00704563	
Parasutterella	0.00204531	0.00021696	0.00044416	0.00071545	0.00000000	0.00044966	0.00000000	0.00000000	0.00000000	0.00000000	0.00081538	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00127777	0.00067655	0.00029523	0.00000000	0.00000000	0.00229834	0.00010354	0.00112260	0.00005159	0.00000000	0.00000000	0.00135521	0.00000000	0.00000000	0.00062867	0.00000000	0.00007066	0.00205236	0.00120380	0.00000000	0.00034761	0.00149049	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00027194	0.00000000	0.00000000	0.00084672	0.00000000	0.00134603	0.00000000	0.00245445	0.00000000	0.00038897	0.00149329	0.00000000	0.00120342	0.00000000	0.00000000	0.00000000	0.00030137	0.00042337	0.00000000	0.00000000	0.00000000	0.00011728	0.00000000	0.00366014	0.00000000	0.00041900	0.00025889	0.00056328	0.00039425	0.00000000	0.00011462	0.00000000	0.00107694	0.00000000	0.00071397	0.00000000	0.00000000	0.00000000	0.00000000	0.00050695	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038359	0.00085713	0.00018606	0.00019154	0.00093235	0.00038211	0.00000000	0.00000000	0.00016429	0.00047516	0.00000000	0.00000000	0.00032769	0.00043702	0.00000000	0.00000000	0.00016250	0.00000000	0.00000000	0.00000000	0.00056255	0.00000000	0.00000000	0.00005486	0.00000000	0.00000000	0.00000000	0.00041253	0.00046315	0.00000000	0.00000000	0.00029291	0.00000000	0.00235260	0.00000000	0.00000000	0.00000000	0.00034206	0.00000000	0.00083335	0.00023690	0.00039667	0.00000000	0.00000000	0.00000000	0.00112648	0.00000000	0.00000000	
Peptoclostridium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00019018	0.00000000	0.00000000	0.00000000	0.00000000	0.00010355	0.00000000	0.00000000	0.00110616	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00009761	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
