ID	J.AP01	J.AP02	J.AP03	J.AP05	J.AP06	J.AP07	J.AP08	J.AP09	J.AP10	J.AP11	J.AP12	J.AP15	J.AP16	J.AP17	J.AP18	J.AP19	J.AP21	J.AP22	J.AP23	J.AP24	J.AP25	J.AP26	J.AP27	J.AP28	J.AP30	J.AP31	J.AP32	J.AP33	J.AP34	J.AP35	J.AP36	J.AP37	J.AP38	J.AP39	J.AP40	J.FA01	J.FA02	J.FA03	J.FA05	J.FA06	J.FA07	J.FA08	J.FA09	J.FA10	J.FA11	J.FA12	J.FA13	J.FA14	J.FA15	J.FA16	J.FA17	J.FA18	J.FA19	J.FA21	J.FA22	J.FA23	J.FA24	J.FA25	J.FA26	J.FA27	J.FA28	J.FA29	J.FA30	J.FB01	J.FB02	J.FB04	J.FB05	J.FB06	J.FB07	J.FB08	J.FB09	J.FB10	J.FM01	J.FM02	J.FM03	J.FM04	J.FM11	J.FM14	J.FM21	J.FP01	J.FP02	J.FP03	J.FP04	J.FP05	J.FT01	J.FT02	J.FT03	J.FT06	J.FT07	J.FT08	J.FT09	J.FT10	J.FT12	J.FT13	J.FT14	J.FT15	J.FT16	J.FT17	J.FT18	J.FT19	J.FT20	J.FT21	J.TS11	J.TS21	J.TS29	J.TS33	J.TS41	
Parabacteroides	0.01350587	0.06703816	0.00244318	0.01013618	0.00304786	0.00909979	0.00797986	0.00036213	0.07364444	0.01034385	0.03258777	0.05800928	0.02536200	0.01059705	0.01258954	0.03494620	0.01119404	0.01023273	0.00000000	0.00261386	0.01968672	0.00594437	0.00079405	0.00090607	0.00154173	0.00173304	0.00964251	0.00443397	0.00356410	0.00198011	0.00089202	0.00117042	0.01451839	0.00094323	0.01130251	0.01252797	0.02718799	0.00135471	0.00041792	0.00716007	0.00187761	0.00351864	0.00720683	0.00307795	0.02524204	0.02916247	0.02416998	0.00236865	0.05430618	0.00000000	0.00497430	0.04438229	0.02669736	0.01531926	0.01591380	0.02286016	0.00551198	0.03462978	0.05910636	0.02644024	0.01263321	0.01499502	0.00605649	0.00000000	0.00083911	0.00479857	0.09033418	0.08705830	0.00348374	0.02822841	0.00340160	0.02325581	0.00000000	0.02819176	0.01433534	0.00167256	0.04041560	0.02803485	0.01193175	0.00427011	0.00340707	0.00000000	0.07203866	0.05131060	0.00083066	0.05761705	0.04243031	0.02722685	0.02422949	0.01422545	0.00419546	0.00353350	0.00337064	0.03272235	0.01028869	0.03997768	0.00370397	0.00149483	0.00637379	0.01738231	0.02423682	0.05221156	0.00970816	0.00986591	0.00193800	0.00000000	0.00882373	
Paraprevotella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00289766	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00760457	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00024019	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047625	0.00626761	0.00125895	0.00000000	0.00031023	0.00000000	0.00000000	0.00771874	0.00000000	0.00000000	0.00000000	0.00433836	0.00000000	0.00562505	0.00000000	0.00355737	0.00000000	0.00000000	0.00724865	0.00767362	0.00098429	0.00384862	0.00000000	0.00000000	0.00000000	0.00000000	0.04537797	0.00000000	0.00000000	0.03404023	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.03220080	0.00225132	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01079799	0.01118282	0.00000000	0.00395906	0.00000000	0.00000000	0.00049854	0.00000000	0.00017997	0.00000000	0.00000000	0.00000000	0.01870722	0.00113588	0.01057643	0.00000000	0.00000000	0.02100997	0.00000000	0.00000000	0.00000000	0.00000000	0.02517088	
Parasutterella	0.00074665	0.00000000	0.00000000	0.00137748	0.00000000	0.00000000	0.00000000	0.00000000	0.00140237	0.00149924	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00124591	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044468	0.00000000	0.00120778	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00093787	0.00058842	0.00000000	0.00297634	0.00103062	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00150323	0.00000000	0.00000000	0.00130042	0.00000000	0.00000000	0.00094586	0.00000000	0.00162073	0.00000000	0.00046020	0.00000000	0.00000000	0.00066305	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00195736	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Parvimonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035297	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pediococcus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.01065989	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Pelosinus	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029623	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Peptoclostridium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00029685	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00039637	0.00024417	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00035282	0.00035473	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00015915	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00113821	0.00198693	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00177664	0.00000000	0.00000000	0.00000000	0.00152097	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Phascolarctobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00086967	0.00000000	0.00000000	0.00000000	0.00606458	0.01470075	0.01756314	0.00000000	0.00000000	0.00395168	0.00672856	0.01477075	0.00009495	0.00000000	0.00000000	0.00000000	0.00087144	0.00000000	0.00000000	0.00000000	0.00106259	0.02755304	0.01707314	0.00000000	0.00000000	0.00000000	0.00000000	0.00274659	0.00236446	0.00000000	0.00297655	0.00558712	0.00079317	0.00536613	0.00729115	0.00340810	0.00722637	0.00684357	0.00000000	0.00324540	0.00482586	0.00000000	0.00066216	0.01658122	0.00609593	0.01330525	0.00644394	0.00000000	0.00549394	0.00506957	0.00793975	0.00716474	0.00034017	0.03440431	0.00360344	0.02836553	0.00942120	0.02746497	0.00889235	0.00000000	0.00804039	0.02212992	0.00826234	0.00733010	0.00000000	0.01761033	0.00000000	0.00378425	0.00000000	0.00092082	0.01315060	0.00000000	0.00000000	0.00000000	0.00000000	0.00483402	0.00000000	0.00000000	0.00161978	0.00000000	0.00081479	0.02600068	0.01101012	0.02887990	0.00163558	0.00000000	0.01715108	0.00536103	0.00019100	0.00870287	0.00000000	0.00837079	0.00683121	0.00000000	0.01680486	0.02243523	0.00912972	0.00881544	0.00622089	0.01490598	0.00048709	0.00000000	0.00000000	
Porphyromonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00038883	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Prevotella	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00104217	0.04548945	0.00000000	0.00131708	0.00079937	0.00150714	0.00119815	0.00064842	0.00076542	0.00087085	0.00000000	0.00000000	0.00000000	0.00000000	0.00247194	0.00000000	0.00000000	0.17616124	0.14275880	0.00000000	0.00673407	0.00000000	0.00112348	0.00070101	0.00108575	0.00000000	0.00024269	0.00107410	0.00079745	0.01706709	0.00063446	0.00141860	0.00551772	0.05647938	0.00000000	0.03562950	0.00405222	0.00168343	0.00122676	0.00346948	0.00139007	0.15520547	0.08746471	0.00057031	0.03219249	0.00232201	0.00361127	0.00160862	0.00506910	0.08075208	0.00133786	0.04432502	0.00045395	0.03602990	0.06892056	0.17068358	0.12106373	0.00170447	0.00000000	0.00161103	0.00707403	0.00096636	0.00000000	0.00092691	0.00000000	0.00067526	0.02313707	0.00000000	0.00166916	0.00000000	0.04257040	0.03045864	0.00000000	0.00000000	0.00151223	0.00000000	0.00077212	0.06641440	0.00072886	0.02246349	0.12223209	0.00000000	0.03483402	0.00115942	0.00677839	0.04287817	0.00069223	0.00000000	0.00187722	0.02486076	0.00068339	0.00537580	0.05638617	0.00098553	0.00223593	0.00219986	0.00000000	0.00000000	0.00000000	
Pseudoflavonifractor	0.00071350	0.00156022	0.00000000	0.00030910	0.00000000	0.00000000	0.00000000	0.00069735	0.00044386	0.00104093	0.00046423	0.00140938	0.00085870	0.00059735	0.00051362	0.00000000	0.00066020	0.00053788	0.00035587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044448	0.00000000	0.00000000	0.00000000	0.00000000	0.00075473	0.00163836	0.00035887	0.00021625	0.00064816	0.00056882	0.00035609	0.00119073	0.00090954	0.00000000	0.00071274	0.00027762	0.00053872	0.00074099	0.00121982	0.00000000	0.00000000	0.00091222	0.00168672	0.00000000	0.00056294	0.00072299	0.00049522	0.00000000	0.00032983	0.00049527	0.00000000	0.00019635	0.00063816	0.00074325	0.00076392	0.00104400	0.00052528	0.00000000	0.00000000	0.00000000	0.00143588	0.00000000	0.00000000	0.00052932	0.00000000	0.00091522	0.00121580	0.00043451	0.00000000	0.00000000	0.00081913	0.00044841	0.00000000	0.00219921	0.00000000	0.00000000	0.00000000	0.00000000	0.00052414	0.00178608	0.00039908	0.00032119	0.00000000	0.00041467	0.00224264	0.00138975	0.00255171	0.00119807	0.00000000	0.00099908	0.00041554	0.00000000	0.00075831	0.00041038	0.00145797	0.00120711	0.00000000	0.00000000	0.00119501	0.00000000	0.00000000	
Roseburia	0.00216032	0.00096846	0.06574019	0.00813130	0.03191833	0.00497485	0.00489844	0.02041689	0.00183831	0.00446987	0.03183866	0.00669677	0.00895635	0.00602405	0.00871852	0.00253381	0.04029872	0.04594745	0.00562062	0.00580946	0.01294760	0.00328952	0.00360367	0.00210338	0.00167327	0.01334616	0.01412628	0.00654694	0.00105978	0.00261020	0.00538820	0.00988634	0.04532553	0.00262639	0.00447292	0.04757788	0.00393622	0.00984238	0.02276315	0.02535847	0.02817072	0.00488037	0.00277489	0.02658331	0.00269483	0.00077521	0.00634555	0.04263121	0.02102054	0.00403440	0.00502845	0.01494845	0.01858249	0.00320941	0.00250442	0.01678238	0.00250170	0.00308331	0.01105788	0.03147932	0.01331561	0.01439691	0.00517999	0.02687074	0.03015842	0.00571078	0.00823670	0.00000000	0.01959441	0.00389595	0.00799977	0.03514894	0.00635069	0.00321442	0.00532904	0.00368574	0.02061385	0.00549603	0.00215636	0.00222914	0.00179205	0.00107447	0.01273282	0.00210858	0.04904233	0.00342212	0.00449238	0.00885027	0.03491494	0.02678137	0.01785222	0.00297979	0.00331654	0.00452980	0.00435354	0.00164771	0.00260906	0.00324894	0.00481223	0.00676271	0.04028622	0.00283812	0.01577869	0.00379826	0.00242178	0.00660679	0.05981023	
Rothia	0.00000000	0.00000000	0.00000000	0.00008722	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00121992	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00007280	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Ruminiclostridium	0.00332823	0.00074061	0.00000000	0.00000000	0.00138091	0.00000000	0.00063648	0.00090993	0.00995022	0.00391172	0.00097172	0.01531278	0.02351102	0.00350414	0.00082604	0.00000000	0.00850745	0.03237288	0.00000000	0.00148024	0.00348678	0.00000000	0.00266990	0.00000000	0.00000000	0.00249253	0.00127963	0.00178046	0.00000000	0.00000000	0.03328380	0.01629985	0.00000000	0.00000000	0.00158158	0.01170708	0.00000000	0.00311464	0.00455553	0.00000000	0.00080466	0.00034527	0.02318352	0.00160653	0.03430146	0.00000000	0.00000000	0.00217761	0.01223331	0.00073553	0.07479997	0.00213251	0.00200863	0.00043729	0.00000000	0.00174329	0.00028061	0.00000000	0.03652086	0.00233274	0.00054535	0.00372169	0.00300585	0.00000000	0.00000000	0.00000000	0.00120341	0.00000000	0.00000000	0.00000000	0.00000000	0.00092433	0.00747418	0.00000000	0.00262829	0.00000000	0.00080181	0.00285190	0.00000000	0.00378474	0.00000000	0.00000000	0.00487515	0.00000000	0.00281346	0.00838894	0.00202426	0.00000000	0.00000000	0.00074584	0.02390242	0.00686720	0.04506965	0.00364874	0.00020304	0.00197328	0.00344033	0.00000000	0.00244110	0.00000000	0.00143916	0.00311664	0.00000000	0.00181825	0.00617468	0.00000000	0.00167264	
Ruminococcus	0.00826775	0.00977485	0.01288981	0.04577782	0.06328096	0.11577223	0.05328431	0.04142102	0.00877437	0.06921814	0.07775414	0.03686599	0.01875015	0.08585351	0.06406800	0.04766230	0.05039803	0.03099488	0.05994967	0.06749425	0.07120037	0.04645336	0.11407190	0.09289753	0.15775227	0.09497221	0.07816662	0.04913449	0.02484853	0.10839251	0.06928081	0.03921176	0.03439147	0.01908905	0.06185888	0.10907583	0.03491467	0.11826119	0.12592002	0.03565908	0.05523013	0.03282852	0.06277731	0.03968304	0.03294315	0.04738138	0.06626200	0.04709522	0.07058640	0.07589867	0.06680646	0.03504154	0.06090865	0.04501733	0.00562889	0.03375455	0.04365953	0.03975615	0.03801294	0.02466353	0.03372525	0.07127146	0.06701255	0.06852578	0.02551447	0.15619445	0.07277935	0.00000000	0.02294178	0.01269017	0.02369408	0.04772760	0.05014150	0.02831559	0.08220378	0.06838597	0.02939765	0.07942504	0.02415363	0.06783544	0.04554312	0.00489484	0.01166448	0.00801674	0.04936313	0.02787782	0.01778469	0.03240863	0.02860097	0.06342817	0.04783284	0.04739796	0.05127070	0.03880046	0.07795482	0.06309832	0.03144076	0.04075123	0.08162563	0.04884242	0.05163407	0.05231781	0.05210611	0.05973606	0.09927509	0.06120180	0.12231476	
Selenomonas	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00059916	0.00047587	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00047150	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00031675	0.00000000	0.00061207	0.00000000	0.00000000	0.00000000	0.00037088	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00044057	0.00074149	0.00000000	0.00000000	0.00000000	0.00028291	0.00072064	0.00073052	0.00000000	0.00000000	0.00055165	0.00000000	0.00000000	0.00058139	0.00000000	0.00053739	0.00090618	0.00079348	0.00137829	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00074199	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00472586	0.00000000	0.00000000	0.00000000	0.00040874	0.00000000	0.00000000	0.00000000	0.00079686	0.00000000	0.00000000	0.00000000	0.00000000	0.00063928	0.00000000	0.00000000	0.00000000	0.00080889	0.00064757	0.00000000	0.00000000	0.00000000	0.00060181	0.00000000	0.00000000	0.00183680	0.00000000	0.00000000	0.00000000	
Slackia	0.00021238	0.00012149	0.00000000	0.00089604	0.00000000	0.00000000	0.00000000	0.00072905	0.00111901	0.00054122	0.00000000	0.00000000	0.00000000	0.00032532	0.00055703	0.00000000	0.00038478	0.00028785	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00051707	0.00017870	0.00000000	0.00000000	0.00000000	0.00026800	0.00051144	0.00051208	0.00000000	0.00000000	0.00039294	0.00020151	0.00198165	0.00018791	0.00066429	0.00047317	0.00083490	0.00000000	0.00068131	0.00000000	0.00000000	0.00239165	0.00077536	0.00049516	0.00062925	0.00143047	0.00000000	0.00040064	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00069747	0.00357691	0.00000000	0.00200704	0.00000000	0.00000000	0.00000000	0.00093398	0.00041469	0.00000000	0.00000000	0.00000000	0.00000000	0.00229026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00907795	0.00000000	0.00000000	0.00000000	0.00000000	0.00093416	0.00093728	0.00000000	0.00261671	0.00088463	0.00000000	0.00064954	0.00141253	0.00353544	0.00070043	0.00000000	0.00000000	0.00348196	0.00000000	0.00000000	0.00000000	0.00537740	0.00000000	0.00119508	0.00000000	0.00000000	0.00000000	0.00000000	
Solobacterium	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00594346	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
Streptococcus	0.00717692	0.00024198	0.00499078	0.06160985	0.00205223	0.00000000	0.00091557	0.01747839	0.01340476	0.00275385	0.00488180	0.02946026	0.00653198	0.03203203	0.00312929	0.00131281	0.00449459	0.00601370	0.03584031	0.00079567	0.01962787	0.00000000	0.00000000	0.00000000	0.00000000	0.00063116	0.00031339	0.00147753	0.00000000	0.00195382	0.00824257	0.03421984	0.01576224	0.03304486	0.00487586	0.00206023	0.05215247	0.00144883	0.01339217	0.00309804	0.00101290	0.02133652	0.01319232	0.00260302	0.00165885	0.04871642	0.00616473	0.00090335	0.00088436	0.03404196	0.00068164	0.00133124	0.00981276	0.00370244	0.03869594	0.01393825	0.00000000	0.00870384	0.01084711	0.00452028	0.00079737	0.00182459	0.00102135	0.01916826	0.01953467	0.06528764	0.00041176	0.00602421	0.00729346	0.00000000	0.02073866	0.00218330	0.00088830	0.03392693	0.00055027	0.07964386	0.00059799	0.00064818	0.01359420	0.00000000	0.02237832	0.01541808	0.00666742	0.00141246	0.00131319	0.00336035	0.00000000	0.02022016	0.01945458	0.00257362	0.00074049	0.00000000	0.00070428	0.00112400	0.00000000	0.00038941	0.00090511	0.01866145	0.00142298	0.00078760	0.00036646	0.00423199	0.00099870	0.00000000	0.04202245	0.02523131	0.00000000	
Subdoligranulum	0.00080217	0.00226662	0.00060130	0.00775629	0.00255860	0.01561712	0.00452569	0.00056239	0.00151990	0.00549397	0.01306989	0.03330559	0.01881788	0.01455009	0.00599736	0.00000000	0.01062364	0.01202364	0.01594070	0.02368327	0.00231000	0.00000000	0.03431467	0.05232492	0.00087272	0.02218511	0.00538682	0.06500108	0.00144068	0.00093958	0.00757639	0.01493806	0.00054274	0.00019188	0.01652696	0.00221728	0.01378349	0.01002354	0.00122600	0.01486912	0.00580735	0.00574228	0.01678352	0.01156911	0.01759580	0.00000000	0.00429657	0.00966405	0.00496821	0.01401857	0.00115303	0.00116359	0.00586260	0.00206786	0.00070572	0.00139731	0.00090114	0.00425886	0.01227982	0.00542363	0.00227409	0.00345116	0.01429924	0.01640977	0.00000000	0.02462191	0.00251229	0.00000000	0.00915446	0.01410952	0.00000000	0.00992487	0.04167774	0.00148834	0.01023702	0.00000000	0.01133471	0.02071027	0.00056643	0.00480239	0.00000000	0.00000000	0.01084218	0.00000000	0.01175899	0.00620241	0.00102005	0.00477704	0.00000000	0.00076303	0.00919900	0.03034252	0.00446596	0.01225598	0.00782848	0.00113748	0.00499617	0.01240954	0.01401063	0.00044187	0.00834040	0.01327451	0.00093134	0.01482602	0.00379901	0.00000000	0.00755249	
